@RELATION songs
@ATTRIBUTE year NUMERIC
@ATTRIBUTE popscore NUMERIC
@ATTRIBUTE duration NUMERIC
@ATTRIBUTE tempo NUMERIC
@ATTRIBUTE energy NUMERIC
@ATTRIBUTE key NUMERIC
@ATTRIBUTE timesig NUMERIC
@ATTRIBUTE mode NUMERIC

@DATA
2005,0.02230601599189383,244.32281,67.605999999999995,0.0,6,5,1
2005,0.013170667819109971,411.68934000000002,156.066,0.0,4,4,1
2008,0.004846266479116376,263.73178999999999,86.683999999999997,0.0,1,5,1
2009,0.010173285490603165,134.97424000000001,136.98400000000001,0.0,10,4,1
2004,0.028892906653039716,185.23383000000001,86.813000000000002,0.0,10,4,1
2008,0.03048081741859205,96.652609999999996,120.502,0.0,11,3,1
2004,0.04132560321289847,312.08443999999997,119.562,0.0,11,4,1
2008,0.004802341826563462,179.01669000000001,120.617,0.0,7,4,1
2006,0.029476422437785827,247.17016000000001,165.886,0.0,9,4,1
2003,0.020774250024168838,169.97832,185.32499999999999,0.0,10,4,1
2001,0.004798852804187313,153.49506,118.06,0.0,7,1,1
2004,0.004797850457971411,309.60280999999998,181.37100000000001,0.0,6,4,1
2008,0.030249029824173046,222.01424,99.123999999999995,0.0,1,4,1
2007,0.0047976920166677576,230.55627999999999,87.992000000000004,0.0,10,4,1
2008,0.02415242919106014,156.55137999999999,127.792,0.0,4,1,1
2006,0.0050691500994271615,326.60852999999997,120.02200000000001,0.0,3,4,1
2005,0.03177637357283793,215.82321999999999,164.00200000000001,0.0,1,4,1
2002,0.0048030704311298545,237.66158999999999,151.28399999999999,0.0,2,4,1
2005,0.03476001463018656,252.65586999999999,151.69900000000001,0.0,1,4,1
2008,0.034114904229245464,237.84443999999999,110.107,0.0,1,4,1
2000,0.01704655008202859,91.741590000000002,177.465,0.0,0,4,1
2005,0.01722403696356061,220.42077,150.22999999999999,0.0,9,4,1
2009,0.012755801332557956,65.514650000000003,100.08799999999999,0.0,3,5,1
2005,0.011508353302836975,144.19546,90.099000000000004,0.0,3,3,1
2007,0.01919511943173474,420.15302000000003,125.008,0.0,0,4,1
2005,5.069799396465132e-07,254.9024,93.989999999999995,0.0,0,4,1
2001,3.795738853555294e-06,541.51791000000003,149.864,0.0,9,4,1
2004,0.02363285940150828,168.33260999999999,116.009,0.0,7,4,1
2010,0.02629162190656534,213.89016000000001,120.188,0.0,7,4,1
2008,0.004798675768051854,210.54649000000001,41.133000000000003,0.0,4,1,1
2003,0.018809207720895792,183.90159,99.486999999999995,0.0,6,5,1
2006,0.030929444190241424,277.02812,119.813,0.0,1,4,1
2006,0.0,173.97506000000001,140.90000000000001,0.0,7,1,1
2008,0.02715030565669056,359.86239999999998,124.07299999999999,0.0,4,4,1
2000,0.013019093474404966,177.44934000000001,172.22300000000001,0.0,5,4,1
2004,0.030410879676899028,238.23627999999999,97.980000000000004,0.0,7,4,1
2006,0.0,134.922,80.472999999999999,0.0,7,3,1
2008,0.005216927382739698,106.81424,136.97499999999999,0.0,0,4,1
2007,0.02317594981129164,204.85178999999999,89.676000000000002,0.0,2,4,1
2000,0.024802868107667405,275.04280999999997,103.652,0.0,7,4,1
2006,0.015793309902081193,230.24280999999999,159.24799999999999,0.0,5,4,1
2007,0.019576333170519256,322.66404,156.94800000000001,0.0,7,3,1
2003,0.0047976920166677576,215.56200000000001,111.953,0.0,5,4,1
2001,0.06215332286321697,250.85342,135.03800000000001,0.0,2,4,1
2005,0.022858819086693644,254.51057,104.98999999999999,0.0,10,3,1
2009,0.027504213174857628,330.57914,136.04400000000001,0.0,9,4,1
2000,0.004801420872299621,214.5171,130.27500000000001,0.0,5,4,1
2007,0.01984996307483476,234.60525999999999,167.59,0.0,1,4,1
2006,0.0047976920166677576,212.16607999999999,113.812,0.0,9,1,1
2006,0.034072688936188075,459.33668999999998,115.37,0.0,1,4,1
2005,0.025515789503774245,306.78158999999999,91.084000000000003,0.0,2,4,1
2000,0.03224525697459823,204.77341999999999,127.81100000000001,0.0,8,4,1
2004,0.011907671830778035,337.42322000000001,85.560000000000002,0.0,2,3,1
2004,0.0,217.88688999999999,107.083,0.0,9,4,1
2009,0.03461221842597907,255.89506,163.08699999999999,0.0,0,4,1
2003,0.02162997502658518,276.37506000000002,149.971,0.0,5,4,1
2003,1.407151858472801e-07,395.62403999999998,135.03700000000001,0.0,9,4,1
2003,0.0001505796588018071,197.48526000000001,131.86799999999999,0.0,5,5,1
2001,0.03439016616100523,353.77587,107.922,0.0,9,4,1
2004,0.01943954252144546,146.88607999999999,183.88200000000001,0.0,5,3,1
2009,0.017872843958355648,165.69424000000001,205.16,0.0,6,1,1
2000,0.0047976920166677576,264.93342000000001,128.54900000000001,0.0,6,4,1
2007,0.010173285490603165,156.21179000000001,195.02600000000001,0.0,8,5,1
2002,0.038478494230979134,245.02812,190.102,0.0,8,4,1
2008,0.027562834318891935,187.11465000000001,163.97499999999999,0.0,7,4,1
2000,0.004800924218680582,133.30240000000001,111.422,0.0,7,4,1
2000,0.012810024419888877,305.50159000000002,140.62899999999999,0.0,0,4,1
2009,0.016068177392912036,209.08363,121.28,0.0,8,4,1
2006,0.029804012984798584,215.14403999999999,102.04000000000001,0.0,8,4,1
2005,0.004802902820175055,404.37506000000002,130.286,0.0,11,4,1
2005,0.1677326024957716,235.98974999999999,85.975999999999999,0.0,0,4,1
2001,0.032379079803994605,86.569339999999997,90.335999999999999,0.0,1,7,1
2000,0.004798438379777906,407.06567000000001,144.012,0.0,7,3,1
2008,0.03986602898474462,189.96199999999999,125.593,0.0,1,3,1
2001,0.012991858539262609,288.62648999999999,42.781999999999996,0.0,1,1,1
2002,0.0047976920166677576,232.38485,83.116,0.0,2,4,1
2005,0.01304213698021112,204.51220000000001,95.097999999999999,0.0,6,4,1
2007,0.02714357797527267,225.27955,127.006,0.0,11,4,1
2003,0.0335055820136508,260.75382999999999,78.245000000000005,0.0,6,4,1
2000,0.006040410939530853,236.27709999999999,103.997,0.0,10,4,1
2005,0.02515114063342594,273.00526000000002,117.84399999999999,0.0,4,4,1
2005,0.004987668526228403,241.65832,131.761,0.0,3,4,1
2006,0.0289822821706348,300.82567,197.44300000000001,0.0,0,4,1
2007,0.028891832954615827,168.95955000000001,151.84399999999999,0.0,1,4,1
2008,0.017886690214358368,226.40280999999999,154.58500000000001,0.0,11,4,1
2000,0.010174650337791889,145.31872999999999,122.887,0.0,5,3,1
2003,0.04378766775813458,168.82893000000001,125.875,0.0,7,1,1
2007,0.1485510642695113,256.83546000000001,86.623999999999995,0.0,9,3,1
2006,0.026093784274906308,161.51464999999999,78.971000000000004,0.0,10,4,1
2000,0.031747804823136855,271.46404000000001,119.953,0.0,0,3,1
2008,0.012755882499467412,247.71872999999999,155.173,0.0,0,4,1
2009,0.20725538543823624,397.60933999999997,131.95500000000001,0.0,5,4,1
2003,0.0,299.07546000000002,117.367,0.0,4,4,1
2005,0.004819293917932821,259.36934000000002,114.752,0.0,0,4,1
2005,0.025102332171456417,170.70975000000001,139.56200000000001,0.0,7,1,1
2007,0.024536564044756192,224.86159000000001,106.01000000000001,0.0,9,4,1
2004,0.023097573090063574,98.66404,96.081999999999994,0.0,4,5,1
2001,0.024643627351085017,204.25098,141.00800000000001,0.0,7,4,1
2007,0.012178208870945725,263.57506000000001,128.006,0.0,1,4,1
2004,0.004836431666756199,242.15465,72.884,0.0,4,4,1
2003,0.01550715694849368,126.43219999999999,138.15600000000001,0.0,1,1,1
2008,0.025305307547336318,260.51873000000001,45.508000000000003,0.0,3,4,1
2005,0.020406528706016797,256.13015999999999,174.29300000000001,0.0,11,3,1
2001,0.004799947352156569,161.54077000000001,97.754000000000005,0.0,10,1,1
2003,0.023453139531401736,127.16363,114.59699999999999,0.0,2,7,1
2002,0.012755545445760531,228.20526000000001,125.898,0.0,0,3,1
2001,0.016058189383958144,246.67383000000001,137.82300000000001,0.0,8,5,1
2007,0.012657958467432874,181.39383000000001,89.992000000000004,0.0,1,4,1
2004,0.012490472446881392,166.37342000000001,108.252,0.0,7,7,1
2001,0.0205165485247734,125.67465,124.916,0.0,4,4,1
2004,0.01953135521460272,195.91791000000001,145.14699999999999,0.0,10,4,1
2007,0.004798211961495955,234.73587000000001,137.93600000000001,0.0,0,4,1
2004,0.026002550444200696,255.42484999999999,122.624,0.0,6,4,1
2008,0.024889266301108593,300.01587000000001,198.01599999999999,0.0,0,4,1
2006,0.007138240778001068,534.62158999999997,122.91,0.0,0,4,1
2009,0.018049996856342673,367.98649,126.42,0.0,2,4,1
2004,0.030128409059003127,213.26321999999999,46.866999999999997,0.0,2,1,1
2008,0.03511721398048376,261.58974999999998,175.94800000000001,0.0,1,4,1
2010,0.031847729151370484,307.69587000000001,110.018,0.0,11,4,1
2004,0.03713434127706849,249.05098000000001,95.575999999999993,0.0,1,4,1
2004,0.03562059524270924,352.49587000000002,105.05,0.0,11,1,1
2002,0.004802859807951535,340.21832000000001,101.89700000000001,0.0,0,5,1
2000,0.012934945636888462,173.55709999999999,86.692999999999998,0.0,11,3,1
2007,5.829867374885744e-06,290.37669,93.040999999999997,0.0,5,4,1
2009,0.03342664235724479,359.36608000000001,122.934,0.0,0,4,1
2001,0.02513131112590966,222.92852999999999,118.056,0.0,7,4,1
2004,0.021628756910728388,520.88117999999997,141.74600000000001,0.0,7,5,1
2009,0.016058436455850828,165.38077000000001,115.00700000000001,0.0,7,1,1
2000,0.00484140533654954,207.56853000000001,171.648,0.0,9,4,1
2009,0.028007599689610974,228.38811999999999,122.988,0.0,6,4,1
2005,0.027581110599748104,245.44607999999999,244.36600000000001,0.0,10,4,1
2002,2.2174832799546472e-05,231.33994999999999,88.941999999999993,0.0,9,4,1
2004,0.027744992794375627,253.07382999999999,136.89699999999999,0.0,10,3,1
2003,0.012686769408776787,185.93914000000001,210.691,0.0,9,4,1
2001,0.00023967170625466004,231.54893000000001,103.04600000000001,0.0,8,4,1
2006,0.004829513912199057,206.00118000000001,72.070999999999998,0.0,3,1,1
2007,0.032305517170084716,163.00362999999999,160.05099999999999,0.0,2,4,1
2002,0.01820836023719539,268.22485,91.007000000000005,0.0,1,4,1
2002,0.02274397024611514,366.05342000000002,110.56999999999999,0.0,2,3,1
2003,0.004806807875654329,261.51137999999997,83.882999999999996,0.0,5,1,1
2004,0.01984996307483476,301.24363,105.157,0.0,0,3,1
2007,0.022968504371439616,211.30403999999999,125.348,0.0,7,3,1
2000,0.006078568662629414,297.45587,110.133,0.0,2,1,1
2000,0.017045505817345773,356.36200000000002,83.989999999999995,0.0,4,3,1
2009,0.010407757395258397,48.63955,106.41,0.0,6,1,1
2005,0.0,224.9922,100.312,0.0,2,3,1
2007,0.01605904075254997,251.40199999999999,121.795,0.0,7,4,1
2006,2.973227531762696e-07,342.02077000000003,145.03200000000001,0.0,11,4,1
2002,0.010992190767013547,235.17994999999999,159.499,0.0,1,4,1
2008,0.02234042504082259,214.17751000000001,103.548,0.0,2,4,1
2003,2.722616900704971e-07,282.25261,96.043000000000006,0.0,6,4,1
2006,0.0047986553719096756,202.18729999999999,138.43000000000001,0.0,2,1,1
2008,0.013080304412906649,200.35873000000001,98.784000000000006,0.0,2,4,1
2008,0.004801911669963279,139.49341999999999,113.55200000000001,0.0,0,7,1
2002,0.043862474669465024,367.01994999999999,88.569999999999993,0.0,0,4,1
2001,0.0048244704887868235,225.25342000000001,96.006,0.0,7,4,1
2009,0.01986922799312944,214.46485000000001,90.983000000000004,0.0,9,3,1
2009,0.025058675380247596,146.88607999999999,135.03299999999999,0.0,11,1,1
2006,0.016356423841108973,440.52852999999999,135.053,0.0,6,4,1
2005,0.01573497347051397,240.66567000000001,126.105,0.0,4,4,1
2003,0.028361254060539656,180.03546,158.404,0.0,7,3,1
2003,0.020404787651570163,210.52036000000001,106.658,0.0,10,4,1
2008,0.023639364515905547,678.76526000000001,140.11199999999999,0.0,11,4,1
2007,0.0175247988312249,258.19382999999999,92.927000000000007,0.0,7,3,1
2003,0.02505844037632063,187.92444,210.95699999999999,0.0,7,4,1
2006,0.029006045797759266,127.47709999999999,161.874,0.0,2,1,1
2003,0.0,74.762,83.950000000000003,0.0,0,4,1
2004,0.015351310069132238,204.56443999999999,116.318,0.0,0,1,1
2005,0.012812800214173478,181.96852999999999,80.016000000000005,0.0,8,7,1
2008,0.009701747633947625,235.49341999999999,140.143,0.0,2,4,1
2009,0.09857293372895429,184.58077,168.02000000000001,0.0,2,4,1
2007,0.004811926284791615,286.35383000000002,134.29300000000001,0.0,1,4,1
2006,0.0,118.83056999999999,111.03400000000001,0.0,2,4,1
2005,1.4027119801533032e-06,151.19628,87.899000000000001,0.0,10,4,1
2009,0.014388134903881187,185.10321999999999,51.713999999999999,0.0,4,4,1
2008,0.03189525332180026,225.59302,120.06999999999999,0.0,10,4,1
2004,0.02271133078422346,280.39791000000002,144.02199999999999,0.0,1,4,1
2000,0.02250754707501355,157.38730000000001,105.08499999999999,0.0,2,4,1
2010,0.03619826478618144,336.16933999999998,127.81699999999999,0.0,3,4,1
2000,0.016075339806806047,209.44934000000001,127.122,0.0,5,4,1
2006,0.0047976920166677576,243.56525999999999,89.334999999999994,0.0,1,3,1
2006,0.007497654165130251,240.95302000000001,182.70500000000001,0.0,7,4,1
2001,0.004797920879931474,200.77669,98.998000000000005,0.0,5,4,1
2001,0.004799867793940833,251.6371,89.311000000000007,0.0,1,5,1
2010,0.023839714290442432,273.03138000000001,124.989,0.0,4,4,1
2001,0.009906642284932253,228.80608000000001,86.843999999999994,0.0,11,4,1
2009,0.015724319074324932,202.57914,160.066,0.0,11,4,1
2002,0.012758022405876089,164.8322,130.453,0.0,9,1,1
2009,0.0047978449567624365,214.36035999999999,109.29300000000001,0.0,2,1,1
2003,5.692337150524799e-06,43.885260000000002,243.19499999999999,0.0,1,4,1
2008,0.02673215304009082,115.17341999999999,125.663,0.0,0,1,1
2001,0.017620844299394426,274.65098,82.581000000000003,0.0,8,1,1
2005,0.015043936582370708,290.48117999999999,118.05800000000001,0.0,9,4,1
2006,0.023216747099034193,406.17750999999998,86.674999999999997,0.0,10,3,1
2006,0.022628647863803295,219.89832000000001,165.22399999999999,0.0,4,3,1
2000,0.024564404030012327,235.65016,115.41800000000001,0.0,10,4,1
2004,0.0373564080647897,223.03301999999999,107.199,0.0,6,4,1
2010,0.031196931140548143,222.04035999999999,166.02500000000001,0.0,9,4,1
2004,0.026094634261577185,229.32853,156.00200000000001,0.0,10,4,1
2010,0.019436204637853616,46.210160000000002,142.78200000000001,0.0,1,3,1
2008,0.017233118465037698,259.29097999999999,92.438999999999993,0.0,6,4,1
2001,0.004801150154451368,223.50322,149.827,0.0,7,4,1
2008,0.023440787367246932,287.65994999999998,85.730999999999995,0.0,5,1,1
2004,0.025749610144001213,194.48117999999999,88.745999999999995,0.0,7,1,1
2005,0.03115775838466989,119.7971,161.90899999999999,0.0,11,4,1
2000,0.00587722760300456,190.30159,103.129,0.0,3,4,1
2002,0.027780493538963412,291.39546000000001,179.40600000000001,0.0,1,4,1
2007,0.004810994618973854,222.40608,95.051000000000002,0.0,5,3,1
2009,0.010539860613837335,78.915459999999996,145.56200000000001,0.0,10,7,1
2009,2.3163727737647682e-05,221.17832000000001,106.51900000000001,0.0,7,3,1
2007,0.02679879526237149,300.93016,125.994,0.0,9,4,1
2004,0.004800038749078304,181.26321999999999,140.97900000000001,0.0,0,4,1
2005,0.019869977538292508,155.97668999999999,168.08000000000001,0.0,7,4,1
2006,0.004813485028428171,150.09914000000001,94.843000000000004,0.0,5,4,1
2001,0.02714929079294589,188.36852999999999,98.704999999999998,0.0,11,4,1
2003,0.028427042403904885,221.20444000000001,107.485,0.0,10,1,1
2005,0.005457374578803054,369.52771000000001,140.26900000000001,0.0,7,4,1
2001,0.0048305046103865774,216.50239999999999,138.35599999999999,0.0,5,4,1
2006,0.0047976920166677576,210.88607999999999,112.42700000000001,0.0,4,4,1
2006,0.004797946423505743,209.55383,110.009,0.0,4,3,1
2002,0.004813611264401033,84.1922,120.907,0.0,7,1,1
2008,0.00480863746296485,236.19873000000001,167.697,0.0,5,3,1
2001,0.004878056457272349,155.24526,167.79300000000001,0.0,9,4,1
2009,0.016058189383958144,115.04281,113.863,0.0,7,4,1
2001,0.026479494460629464,336.19546000000003,141.71000000000001,0.0,3,4,1
2003,0.004798048018983327,126.04036000000001,126.136,0.0,5,1,1
2009,0.029708812116820773,281.12934000000001,99.680000000000007,0.0,2,3,1
2002,2.585633069885716e-06,240.35220000000001,89.980999999999995,0.0,7,4,1
2006,0.004873680621824933,205.89669000000001,105.991,0.0,11,4,1
2005,0.013680540845967027,153.44281000000001,133.35300000000001,0.0,1,5,1
2004,0.01042264031965199,189.36117999999999,112.78,0.0,4,4,1
2002,0.004809812920375005,145.99790999999999,120.458,0.0,2,4,1
2002,2.165919814586763e-05,162.40280999999999,181.86099999999999,0.0,0,1,1
2006,0.02854059089328198,243.9571,59.496000000000002,0.0,0,1,1
2004,0.0,125.98812,132.136,0.0,5,4,1
2005,0.01160475347457687,186.46159,160.93799999999999,0.0,2,1,1
2005,0.006743545571001504,234.68362999999999,183.619,0.0,4,3,1
2007,0.004797983226966517,27.689340000000001,152.227,0.0,10,1,1
2000,0.004805641297031291,350.22322000000003,131.00999999999999,0.0,7,4,1
2005,0.020067231593999472,288.60036000000002,86.903000000000006,0.0,1,5,1
2002,7.923352525473229e-07,177.13587000000001,93.748999999999995,0.0,2,3,1
2008,0.026948879933533013,105.42975,93.161000000000001,0.0,8,4,1
2006,0.004802524299055995,555.54566999999997,130.001,0.0,1,4,1
2005,0.025054412391438578,292.98892999999998,173.90299999999999,0.0,0,4,1
2001,0.01815437106066312,504.94648999999998,92.203000000000003,0.0,2,4,1
2006,0.02481121500868475,224.36526000000001,60.091999999999999,0.0,7,1,1
2006,0.01787351439829676,235.20607999999999,151.941,0.0,7,4,1
2007,0.02463972808496499,238.96771000000001,104.19499999999999,0.0,11,4,1
2002,0.010173285490603165,270.36689000000001,116.032,0.0,1,4,1
2008,0.00014240901612769136,363.38893000000002,89.465000000000003,0.0,2,4,1
2006,0.0048024583169742514,488.25423999999998,68.0,0.0,0,1,1
2006,0.027316543953225417,279.24853000000002,170.03800000000001,0.0,11,3,1
2007,0.03314609027237215,125.07383,131.648,0.0,7,1,1
2004,0.0,201.61260999999999,148.55500000000001,0.0,7,5,1
2005,0.004865446975840603,333.34811999999999,114.39,0.0,10,4,1
2007,0.01804371260953159,379.11464999999998,115.11499999999999,0.0,5,4,1
2004,0.016539163080453233,173.73994999999999,93.0,0.0,7,1,1
2005,0.016590717620970866,144.40443999999999,148.661,0.0,4,1,1
2001,0.03463157606727122,147.22567000000001,103.967,0.0,4,4,1
2002,0.009945318378702285,424.90730000000002,138.99700000000001,0.0,6,3,1
2007,0.04084792513384752,259.55220000000003,85.159000000000006,0.0,2,4,1
2001,0.024836964295937628,306.05016000000001,92.400000000000006,0.0,1,4,1
2003,0.0047976920166677576,244.63628,91.986999999999995,0.0,6,4,1
2000,0.028295976509456724,239.56853000000001,79.534000000000006,0.0,11,4,1
2003,0.004847332681844147,250.04363000000001,163.84800000000001,0.0,5,4,1
2001,0.004938016497101008,218.67057,157.41900000000001,0.0,2,4,1
2005,0.010578664990073431,180.55790999999999,100.05,0.0,9,4,1
2009,0.03176782935650976,288.33913999999999,136.38300000000001,0.0,9,4,1
2009,0.010180043131280556,229.66811999999999,119.27,0.0,2,5,1
2006,0.016609255670188106,288.70485000000002,97.233000000000004,0.0,9,4,1
2003,0.0047976920166677576,288.20853,183.69800000000001,0.0,10,3,1
