The Jam,The Night,1978,0.012695280773754578
Roy Orbison,With The Bug,1959,0.00771917565859589
Deep Purple,Highway Star,1972,0.016292215760527896
Peggy Lee,I Don't Know Enough About You,1946,0.020257539277245183
The Stone Roses,One Love,1990,0.02295542789273841
Coldplay,Fix You,2005,0.07698223334705245
Jay & The Americans,Come Dance With Me,1963,0.012794048708290684
Mario Lanza,O Sole Mio,1949,0.01162414655264718
James Taylor,You Can Close Your Eyes,1971,0.005260360436623074
Jimmie Lunceford,Avalon,1935,0.013156392195735096
Deniece Williams,Free,1977,0.028673403733641363
Kanye West,Through The Wire,2004,0.05591800246255441
The Sweet,Burning,1973,0.0049610907480838
Mario Lanza,Be My Love,1951,0.1462387544850634
Eddy Grant,Romancing The Stone,1984,0.021387607861555788
Art Tatum,Tea for two,1939,0.08017200323344979
Diana Ross,Your Love,1993,0.010039519932383468
Jay & The Americans,Come A Little Bit Closer,1964,0.0652002987082907
John Mayer,Clarity,2004,0.017710484860315928
Gwen Stefani,U Started It,2007,0.01150090028055994
Sonny James,Young Love,1956,0.06533675933103272
Dolly Parton,9 to 5,1981,0.13238960167940209
Suzi Quatro,I've Never Been In Love,1979,0.008695392308546337
The Clash,First Night Back In London,1982,0.007605503973136233
Jeff Buckley,Hallelujah,2007,0.10233038090466867
Wet Wet Wet,Julia Says,1995,0.038935992556826476
Jewel,Near You Always,1996,0.009971770367947592
Roxy Music,The Thrill Of It All,1974,0.0049188038856821945
Boston,More Than A Feeling,1976,0.10313168403862229
The Hollies,On A Carousel,1967,0.050840842959482636
Christina Aguilera,Genie In A Bottle,1999,0.21958628937784494
Enigma,Silence Must Be Heard,2000,0.011950547589644957
Ricky Nelson,I Got A Feeling,1958,0.024570358712470635
Wes Montgomery,Movin' Along,1961,0.019038446882356796
Sly & The Family Stone,Loose Booty,1974,0.004745966061240995
Lordi,Hard Rock Hallelujah,2006,0.061581546476148684
Louis Prima,Bell Bottom Trousers,1945,0.03671885933090521
Sheryl Crow,Light In Your Eyes,2004,0.00942117523714067
SWV,It's All About U,1996,0.0146584327006686
Journey,Lights,1978,0.010074317484357477
Rihanna,Unfaithful,2006,0.21918992123060335
Hank Ballard & The Midnighters,The Twist,1959,0.025444806374115288
Nirvana,Been A Son,1992,0.010809219547523351
The White Stripes,Icky Thump,2007,0.05362660242963871
Brenda Lee,Sweet Nothin's,1960,0.05790792613719492
Jan & Dean,Ride The Wild Surf,1964,0.02239807209621781
Holly Dolly,Don't Worry Be Happy,2007,0.009350186976677284
Harold Melvin & The Bluenotes,Don't Leave Me This Way,1976,0.01901226413700192
Bros,Too Much,1989,0.04818517963044344
Seal,Don't Cry,1996,0.02218607889311653
Johnny Cash,Straight A's in Love,1960,0.007767343805425164
Kool & The Gang,Hollywood Swinging,1974,0.04314260468539517
REO Speedwagon,Ridin' The Storm Out,1977,0.006036761097593248
The Everly Brothers,I'm Here To Get My Baby Out of Jail,1962,0.006406966799017861
Muddy Waters,Walkin' Blues,1950,0.010720334066064732
Nas,It Ain't Hard To Tell,1994,0.023777358529391692
Bessie Smith,New Orleans Hop Scop Blues,1930,0.015360183222329123
Bananarama,Move In My Direction,2005,0.023971549597022766
Dionne Warwick,Anyone Who Had a Heart,1964,0.04784809629628065
Squeeze,Model,1979,0.006251925408000733
Fats Domino,Be My Guest,1959,0.05126568576174695
Nine Inch Nails,Only,2005,0.029604370853987805
Chic,My Forbidden Lover,1979,0.021370691677688503
Rush,Limelight,1981,0.024492360915879714
Slade,Do You Believe In Miracles,1985,0.005568282020004371
Ringo Starr,Snookeroo,1975,0.010298110119070883
The Cranberries,No Need To Argue,1994,0.19124095495511217
Ella Fitzgerald,And Her Tears Flowed Like Wine,1945,0.012718873608734983
Bananarama,Only Your Love,1990,0.012252388710986602
Pino Daniele,Come Un Gelato All'Equatore,1999,0.009031791268063125
Kenny Rogers,I Can't Unlove You,2006,0.008685451992454116
James Taylor,Shower the People,1976,0.017016580676613643
Dee Clark,Raindrops,1961,0.0673766535023422
Stevie Wonder,Go Home,1985,0.019541501162235048
Poison,Look What The Cat Dragged In,1987,0.04858016004974455
Bob Dylan,Isis,1984,0.0077726923527593845
Evelyn Knight,A Little Bird Told Me,1949,0.160019004683612
Ornella Vanoni,Uomo mio bambino mio,1975,0.014300172958058693
The Smiths,Last Night I Dreamt That Somebody Loved Me,1987,0.013707975123834539
Boyz II Men,On Bended Knee,1994,0.13899316676477141
Michael Jackson,The Way You Make Me Feel,1988,0.1524097201787975
Roxy Music,Virginia Plain,1972,0.03764490630217168
Ashford & Simpson,Solid,1985,0.06075032602088355
Rascal Flatts,Bless The Broken Road,2004,0.040819406276129934
Shalamar,The Second Time Around,1980,0.047267009249061825
Eddy Grant,I Don't Wanna Dance,1983,0.09104139261923676
Roy Acuff,Wabash Cannonball,1942,0.0757901295345236
Kanye West,Diamonds From Sierra Leone,2005,0.06683630685283509
Chakra,Home,1997,0.009383738163612612
The Rubettes,Tonight,1974,0.04806750996585167
The Orioles,Barfly,1952,0.009062721423298425
The Byrds,America's Great National Pastime,1971,0.007976559551738887
Destiny's Child,Cater 2 U,2005,0.04646555781027723
Franz Ferdinand,The Fallen,2006,0.026077732674673358
ABC,One Better World,1989,0.00741019832102844
Basshunter,Please Don't Go,2008,0.012403399395392607
Rammstein,MEIN TEIL,2004,0.0361353865217996
Donovan,Hurdy Gurdy Man,1968,0.08251232482448402
DJ Jazzy Jeff & The Fresh Prince,A Touch Of Jazz,1987,0.007143482867665904
The Platters,With This Ring,1967,0.01443620936831987
Billy Swan,I Can Help,1975,0.19361053962336844
Jan & Dean,We Go Together,1960,0.01427307209621781
Toni Braxton,Candlelight,1994,0.012002156289382017
Gabriella Cilmi,Sweet About Me,2008,0.11496504110679445
Stuart Hamblen,This Ole House,1954,0.009678989449024934
Marvin Gaye,How Sweet It Is (To Be Loved By You),1964,0.03082952008536957
Slade,All Join Hands,1984,0.011954245612843858
Red Foley,Alabama Jubilee,1951,0.01575389394685715
Cat Stevens,Bad Brakes,1979,0.0062813413629780315
Charles Mingus,Tonight At Noon,1964,0.017701067398274657
U2,Magnificent,2009,0.04082843720978081
Mica Paris,Stay,1998,0.017643361937870188
Gordon MacRae,Stranger In Paradise,1953,0.01028746093481822
Kenny Rogers,Lucille,1977,0.08502349527439418
Margaret Whiting,Come Rain Or Come Shine,1946,0.018250113479222264
Primal Scream,Jailbird,1994,0.024066272219681176
Cat Stevens,Where Do The Children Play?,1970,0.013065929967893006
Frankie Goes To Hollywood,Relax,1984,0.17913186734153136
Toto,Africa,1983,0.10708605085694996
Holly Johnson,Love Train,1989,0.052233819734186226
Dave Brubeck,Time In,1966,0.015107364513963181
The Moonglows,Sincerely,1955,0.04212912291819583
Dion & The Belmonts,Where Or When,1960,0.061205233884503774
Smokey Robinson,Cruisin',1980,0.051549401130527014
Ricky Nelson,Old Enough To Love,1963,0.006065512128954343
Bananarama,Love Comes,2009,0.009867402948499452
Johnny Nash,Tears On My Pillow,1975,0.010997503353186349
Dirty Vegas,Days Go By,2002,0.05851020166122818
Johnnie Ray,Somebody Stole My Gal,1953,0.03584627548374847
Brenda Lee,Sweet Nothin's,1960,0.05790792613719492
Gloria Gaynor,Never Can Say Goodbye,1975,0.09096655368007942
Jennifer Lopez,Love Don't Cost A Thing,2001,0.1653752841258971
Del Wood,Down Yonder,1951,0.04238358623573395
The Who,Pinball Wizard,1969,0.050566172735637564
Netzwerk,Passion,1995,0.007015928704487783
Electric Light Orchestra,Turn To Stone,1977,0.053560450563369146
The O'Jays,Survival,1975,0.028068398297224947
Buzzcocks,Promises,1978,0.009898221692622718
Christina Aguilera,Ain't No Other Man,2006,0.1812501294817913
Gorillaz,Tomorrow Comes Today,2001,0.015562360446548943
Status Quo,Down The Dustpipe,1970,0.010824217193863178
George Michael,Heal The Pain,1991,0.020149217475421703
Sly & The Family Stone,Let Me Hear It From You,1968,0.004402216061240995
Tommy Reeve,I'm Sorry,2007,0.007253973155003336
Papa Charlie Jackson,Ash Tray Blues,1928,0.013221041193789525
Metallica,Enter Sandman,1991,0.11649806297284451
Mud,Lonely This Christmas,1974,0.061512003371562984
Tasmin Archer,Sleeping Satellite,1992,0.0978163238086927
Christie,Yellow River,1970,0.12625551240769792
James Taylor,Sweet Baby James,1970,0.10509764651380304
Bumble Bee Slim,When I Get My Money,1936,0.013250863130899914
Snow Patrol,Run,2004,0.03126832156679912
Buddy Holly,Rave On,1958,0.05745729405592255
Lynyrd Skynyrd,Gimme Back My Bullets,1976,0.03110268354546917
Phil Phillips,Sea Of Love,1959,0.07123941167707996
The Moody Blues,For My Lady,1973,0.004971366068975374
Blur,The Universal,1995,0.060585342608792246
Rammstein,Asche Zu Asche,2001,0.01192653600022555
Don Gibson,I Can't Stop Loving You,1958,0.033091422745089784
Lesley Gore,It's My Party,1963,0.10303808938042418
Connie Francis,Lipstick On Your Collar,1959,0.06153865389131237
George Michael,Careless Whisper,1984,0.24142225083747826
Leadbelly,Packin' Trunk Blues,1935,0.014750086298221672
Captain Hollywood Project,All I Want,1993,0.014634731840034745
Aretha Franklin,A Rose Is Still A Rose,1998,0.035631537136746654
Muddy Waters,Hoochie Coochie Man,1954,0.03534075388709309
The Cure,Love Song,1989,0.07852702119561501
Screamin' Jay Hawkins,I Put A Spell On You,1956,0.04633514654650644
Visage,Fade To Grey,1981,0.08459637456604882
Jelly Roll Morton,Burnin' The Iceberg,1929,0.016855828312264762
Level 42,Love Meeting Love,1980,0.005768521072920284
Lisa Stansfield,Face Up,2001,0.011659475665157902
Ronnie Spector,All I Want,2006,0.01161800497297519
George Michael,Hard Day,1988,0.006158545535793652
Jo Stafford,Wunderbar,1950,0.009187798050227031
Procol Harum,Broken Barricades,1971,0.017856502402136282
Cher,You Wouldn't Know Love,1990,0.011894169839010017
The Pussycat Dolls,Stickwitu,2005,0.15981239462241495
Aerosmith,Rats In The Cellar,1988,0.011735434554348605
U2,Walk On,2001,0.08930685975748615
Gene Kelly,Singin' In The Rain,1952,0.06189085492991978
Neil Diamond,Cracklin' Rosie,1970,0.12597868435972262
Vic Damone,Vagabond Shoes,1950,0.020312643731247335
Men Without Hats,The Safety Dance,1983,0.11412849958165004
Hall & Oates,Man On A Mission,2003,0.07849678368013394
Sean Kingston,Fire Burning,2009,0.08401280615156632
Smokey Robinson & The Miracles,Special Occasion,1968,0.013384266068745529
Beck,Jack-Ass,1997,0.01981165163855096
Eva Cassidy,Over The Rainbow,2001,0.00986674292100868
Martin Solveig,C'est La Vie,2008,0.009203739570448425
Lionel Richie,Don't Stop The Music,2001,0.013449183426371514
The Shirelles,Mama Said,1961,0.03860477604675754
The Temptations,Ball Of Confusion (That's What The World Is Today),1970,0.052336986272696874
U2,New Year's Day,1983,0.07140783053096068
Mungo Jerry,In The Summertime,1970,0.24906672305705493
Dion,Donna The Prima Donna,1963,0.044213933213710754
Gerry & The Pacemakers,You'll Never Walk Alone,1963,0.07229175301012025
Coldplay,Speed Of Sound,2005,0.14431534219111858
Right Said Fred,Play On,2006,0.006483156384295571
The Rubettes,Sugar Baby Love,1974,0.17436926782081347
The Who,You Better You Bet,1981,0.046904386995163236
Carol Douglas,Night Fever,1978,0.005564328509876592
The Everly Brothers,Bird Dog,1958,0.16761674776469265
The Coasters,Yakety Yak,1958,0.09771562349415819
Ozzy Osbourne,No More Tears,1991,0.06143389177551465
Perry Como,I'm Always Chasing Rainbows,1946,0.03707956163203262
Eminem,Mockingbird,2005,0.11298827196229735
Lloyd Price,I'm Gonna Get Married,1959,0.04182190727656046
Westlife,Fool Again,2000,0.026472806760659832
Sparks,Beat The Clock,1979,0.01814368171650044
Al Hibbler,Unchained Melody,1955,0.15515703227895714
Mario Lanza,Serenade,1956,0.023331857271505566
Gerry & The Pacemakers,It's Gonna Be Alright,1965,0.017448003010120252
The Fugees,Ready Or Not,1996,0.07528150745688117
Lonnie Johnson,She's Making Whoopee In Hell Tonight,1930,0.015345315342551534
Tex Ritter,There's a New Moon Over My Shoulder,1944,0.011815410278246724
Vaughn Monroe,There I Go,1940,0.05131567730869257
The Platters,I'll Be Home,1966,0.0041281012886668
Dusty Springfield,Every Ounce Of Strength,1966,0.004156444861370766
Frankie Ford,Time After Time,1960,0.007750809994874494
Donavon Frankenreiter,Free,2004,0.02856591191397463
Nirvana,Sliver,1990,0.0375925636939109
Atlantic Starr,Secret Lovers,1986,0.05699667784018132
LaVern Baker,Tweedle Dee,1955,0.03630379561879712
Sounds Orchestral,Cast Your Fate To The Wind,1965,0.04876137613712345
LaVern Baker,Tweedle Dee,1955,0.03630379561879712
Danny Williams,Moon River,1961,0.0253090280873089
Howard Jones,Life In One Day,1985,0.027531919656358202
Boyzone,I Love The Way You Love Me,1998,0.039507106538647536
Diana Ross,Love Me,1974,0.006274102345198063
Klymaxx,I Miss You,1986,0.05027269994455115
Coldplay,Trouble,2000,0.05699835494782364
The Coasters,Charlie Brown,1959,0.09187584035204259
XTC,Are You Receiving Me?,1978,0.006269826261068695
Ella Fitzgerald & The Ink Spots,Cow Cow Boogie,1944,0.028968528548138014
REO Speedwagon,Don't Let Him Go,1981,0.02315379725386204
Jimmy Dean,Big Bad John,1961,0.09725389545684053
Dale Hawkins,Susie Q,1957,0.041173340354397056
Ronnie Dove,I Need You Now,1969,0.004253066924834981
Air Supply,Lost In Love,1980,0.05484775106967748
Billy Idol,To Be A Lover,1986,0.03561205102428081
Lightnin' Hopkins,Mojo Hand,1961,0.007224152644436737
Amy Winehouse,Back To Black,2007,0.24081726873752968
Freddie & The Dreamers,I'm Telling You Now,1965,0.06751158257993067
Buddy Holly,Heartbeat,1958,0.018196914895446222
The Chordettes,Lollipop,1958,0.07731716533578045
CORNELIUS,Music,2006,0.013419110640936836
Ray Conniff,This Is My Song,1967,0.024785144702443168
Janis Joplin,Kozmic Blues,1969,0.012094071053906781
The Temptations,Treat Her Like A Lady,1985,0.02078310773935308
Sean Kingston,Fire Burning,2009,0.08401280615156632
Johnny Cash,You Dreamer You,1959,0.007753380478867554
Hilary Duff,Wake Up,2005,0.0637917701128545
Ugly Kid Joe,Everything About You,1992,0.055184868588616105
Guns N' Roses,Rocket Queen,1989,0.008725996418976038
Otis Redding,Try A Little Tenderness,1966,0.03462388016173699
Hoagy Carmichael,Old Man Harlem,1942,0.01162629937722817
Wham!,Everything She Wants,1985,0.08290335092500639
Fats Waller,All My Life,1936,0.04506545391600246
The Everly Brothers,Bye Bye Love,1957,0.13706021628490664
Depeche Mode,Personal Jesus,1989,0.07187195988473578
Marie Osmond,Paper Roses,1973,0.057425868108903294
U2,Vertigo,2004,0.1717953379791262
Black Box,Open Your Eyes,1991,0.010910211063345976
Wet Wet Wet,Love Is All Around,1994,0.21092708310570968
Trini Lopez,Kansas City,1963,0.030782922964921123
Bo Diddley,I'm Looking For A Woman,1956,0.007781479571249356
Lonnie Johnson,A Broken Heart That Never Smiles,1928,0.013439228850264447
Vangelis,Chariots Of Fire,1982,0.0842160259300596
Faithless,Music Matters,2007,0.0113435117195355
Mariah Carey,Don't Forget About Us,2006,0.11209813812035856
Electric Light Orchestra,Evil Woman,1976,0.05065802690515778
The Cranberries,Animal Instinct,1999,0.028330533871480115
Amp Fiddler,Dreamin',2004,0.009407299088733731
Mando Diao,Dance With Somebody,2009,0.040252074503960934
The Cure,Charlotte Sometimes,1981,0.0255947337543688
Michael Jackson,Heal The World,1992,0.10739614312462246
Black Box,Ride On Time,1989,0.09036156297630057
Meade Lux Lewis,Honky Tonk Train Blues,1929,0.026740388495601113
Shawn Mullins,Lullaby,1999,0.05538014070516113
Simon & Garfunkel,April Come She Will,1968,0.03817468268741046
Bukka White,Special Stream Line,1940,0.033197913817001136
Lily Allen,Smile,2006,0.0930084426183326
Billy Joel,She's Got A Way,1981,0.01675399855408682
Stevie Wonder,High Heel Sneakers,1965,0.006880001385055844
Michael Jackson,Girl You're So Together,1984,0.00638016099049569
Carl Perkins,Blue Suede Shoes,1956,0.12002601341978746
Lucille Bogan,Stew Meat Blues,1935,0.013848165450624797
Nazareth,Razamanaz,1973,0.015436753767568687
The Clash,Gates Of The West,1979,0.006385442526160927
Cocteau Twins,Blue Bell Knoll,1988,0.030940614800448667
Dance Nation,Sunshine,2001,0.011059500392333069
The Rolling Stones,Angie,1973,0.25099084949541567
Primal Scream,Country Girl,2006,0.04613601082872176
Skin,Perfect Day,1996,0.008406894147382925
The Weavers,Kisses Sweeter Than Wine,1951,0.03419432852027349
Mint Royale,Singin' In The Rain,2005,0.02206801662774216
Fine Young Cannibals,I'm Not Satisfied,1990,0.025592946665210056
Survivor,American Heartbeat,1982,0.012472299630222937
The Shirelles,Tonight's The Night,1960,0.03505358226996735
Gloria Gaynor,(If You Want It) Do It Yourself,1975,0.009031958031993996
Blessid Union Of Souls,I Believe,1995,0.0670294130794541
Kenny Loggins,What A Fool Believes,1978,0.008161820226750367
Frank Sinatra,I Begged Her,1945,0.011799605247126945
Melanie Thornton,Forever,2003,0.007349922979857224
Ozzy Osbourne,Bark At The Moon,1983,0.05725175734348627
Natalie Imbruglia,Glorious,2007,0.02603804592743521
Jeff Buckley,Hallelujah,2007,0.10233038090466867
The Beautiful South,I'll Sail This Ship Alone,1989,0.011855298210464438
Pearl Jam,Animal,1993,0.015506675991099119
Vanessa Williams,The Right Stuff,1988,0.01794806037872488
Santana,Evil Ways,1970,0.04230900755339499
Netzwerk,Passion,1995,0.007015928704487783
Mcfadden & Whitehead,Ain't No Stoppin' Us Now,1979,0.05615891025650744
Chris Brown,Say Goodbye,2006,0.0752059031199042
Creedence Clearwater Revival,Up Around The Bend,1970,0.14171016794197258
Barclay James Harvest,Ring Of Changes,1983,0.01978926713005244
The Everly Brothers,Should We Tell Him,1958,0.01297082315105204
The Teddy Bears,To Know Him Is To Love Him,1958,0.07317326175175827
The Moody Blues,Question,1970,0.07346577399241148
Kiss,War Machine,1982,0.007977792698576828
Whodini,Friends,1984,0.01331765039690068
Amy Winehouse,Rehab,2007,0.19621873617590724
Electric Light Orchestra,Getting To The Point,1986,0.006336379121733825
Frankie Goes To Hollywood,Maximum Joy,2000,0.0108273890393957
The Beautiful South,I'll Sail This Ship Alone,1989,0.011855298210464438
Marilyn Manson,Rock Is Dead,1999,0.02582519700401578
Queen,Innuendo,1991,0.07282000279744552
Peggy Lee,It's A Good Day,1947,0.011680366422641189
Jelly Roll Morton,Tom Cat Blues,1924,0.01516677863437205
Jimmy Forrest,Night Train,1952,0.04410938630157974
Robert Johnson,Love In Vain,1937,0.024988973586844168
Madonna,Celebration,2009,0.07880265207437093
Mint Royale,Singin' In The Rain,2005,0.02206801662774216
Rick Springfield,State Of The Heart,1985,0.01239290678925453
Amy MacDonald,Mr Rock & Roll,2008,0.05266762163313242
Leroy Carr,Prison Cell Blues,1929,0.017594012733445605
Abba,I'm A Marionette,1978,0.006234349738726533
Doris Day,Move Over Darling,1964,0.007860585966838841
Falco,Einzelhaft,1982,0.026189592023248418
Janet Jackson,Nasty,1986,0.05952329987012011
Garbage,Milk,1996,0.032801182117430897
Radiohead,Fake Plastic Trees,1995,0.0783323847889595
Cat Stevens,Miles From Nowhere,1971,0.005807975338042149
Sheena Easton,Just Another Broken Heart,1981,0.01146920958854826
Diana Ross & The Supremes,Reflections,1967,0.05403561599252669
The O'Jays,Lonely Drifter,1963,0.006063808132081934
Bobby Vee,The Night Has A Thousand Eyes,1963,0.03748546472611123
Mark Medlock & Dieter Bohlen,Unbelievable,2007,0.011026924210814974
Chris Rea,Stainsby Girls,1985,0.007486570557634183
Natasha Bedingfield,Unwritten,2005,0.11800732813332582
Peetie Wheatstraw,Working On The Project,1937,0.012783415257445988
The Human League,The Sound Of The Crowd,1981,0.014763985334055806
Marilyn Manson,The Fight Song,2001,0.022212902452681257
Fats Waller,I've Got A Feeling I'm Falling,1929,0.017010790154011992
Robert Palmer,I Didn't Mean To Turn You On,1986,0.036793956459711556
The Who,I Can't Explain,1965,0.030101041841396857
Black Box,Everybody Everybody,1990,0.07043994990847761
Eddy Arnold,Kentucky Waltz,1951,0.009662419736843914
Lenny Kravitz,California,2004,0.023465440618161196
The Prodigy,Warrior's Dance,2009,0.015845425039589977
Neil Sedaka,You Mean Everything To Me,1960,0.0339358191666898
Savage Garden,The Best Thing,2001,0.00953925219032094
Macy Gray,Sexual Revolution,2001,0.019438020602708085
The Honeycombs,Have I The Right,1964,0.07867873767815484
Daphne,Change,1995,0.01018811514567383
Aimee Mann,Beautiful,2005,0.012281975702554808
Bee Gees,The Singer Sang His Song,1968,0.02639405377132313
Barry White,What Am I Gonna Do With You,1975,0.04347392148832628
Cheap Trick,Heaven Tonight,1979,0.006318090717034993
Tears For Fears,Mad World,1983,0.04150645186516303
Aerosmith,Love In An Elevator,1989,0.07216517577934585
Eddy Grant,Killer On The Rampage,1983,0.05184943304031567
